page,block_type,character,text,explicit_tone,scene
182,DIALOGUE,FARHAN,vc cksy!,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,FARHAN,jSUpks,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,’Cause you’re a coward. Scared of the (to Raju),,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,"future. Look at this, more holy rings",,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,gkFk ns[kA maxfy;k¡ de gSa] vaxwfB;k¡ T;knk,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,"than fi ngers. One ring per fear: exam,",,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,"gSaA ;s bXt+Se ds fy,] ,d cgu dh 'kknh ds",,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,sister’s dowry and job. With such fear of,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,"fy,] ,d tkWc ds fy,A vjs ¶;wpj ls bruk",,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,"tomorrow, how will you live today? How",,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,will you focus on studies?,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,djsxk] vkt eSa\,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,jSUpks,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,vt+hc nksLr feys gSa ;kjA,,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,other in pretense. (indicating Raju),,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,",d Mj Mj ds thrk gS]",,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,RANCHO,",d lkyk ej ej dsA",indicating Farhan,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,FARHAN,",s! ij rw rks lkyk nkasuks djrk gS! Mjrk Hkh",,"EXT. WATER TANK STEPS, ICE"
182,DIALOGUE,FARHAN,gS vkSj ejrk Hkh gS!,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,FARHAN,jSUpks,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RANCHO,",s! eSa Mjrk ughaa gw¡!",,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,FARHAN,",s! ,s lqu uk! ;s uk] fi;k is ejrk gS] ysfdu",,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,FARHAN,cksyus dks Mjrk gS!,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,FARHAN,her,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,FARHAN,jktw,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RAJU,gk¡!,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RAJU,their observation.,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RAJU,jSUpks,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RANCHO,",s! py] py] ,s gV! gV!",,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RANCHO,jktw,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RAJU,eqf'dyA,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RAJU,it. Have the guts? Go confess to Pia.,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RAJU,gSa fgEer rks tk ds fi;k dks cksy!,challengingly,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RAJU,jSUpks,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RANCHO,",s!",,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RANCHO,jktw,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RAJU,cksy,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RAJU,jSUpks,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RANCHO,dj jgs gks ;kjA,protesting weakly,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,RANCHO,jktw,,"EXT. WATER TANK STEPS, ICE"
183,DIALOGUE,FARHAN,esjh ckr lqu] esjh ckr lqu! eSa D;k cksyrk,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,FARHAN,gw¡ vxj rw fi;k dks viuh fny dh ckr,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,FARHAN,tkds cksysxk uk rks eSa Hkh tk ds vCck ls,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,FARHAN,photography.,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,FARHAN,cksywaxk fd eq>s QksVksxzkQj cuuk gS] vkSj,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,FARHAN,bfUt+fu;j ughaa cuukA,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,FARHAN,jktw,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,RAJU,gk¡!,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,FARHAN,gk¡!,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,FARHAN,jktw,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,RAJU,eSa Hkh viuh vaxwfB;ka fudky ds bUVjO;w nsus,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,RAJU,tkÅaxk! ys cksy!,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,RAJU,interview. Deal?,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,FARHAN,cksy] gS D;k fgEer\,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,FARHAN,wheels in motion in Rancho’s mind.,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,FARHAN,jktw,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,RAJU,vjs ckck dh cksyrh can] cksysxk D;k!,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,RAJU,few steps unsteadily.,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,RAJU,jSUpks,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,RANCHO,pyA,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,RANCHO,"they are. Rancho takes a gulp of his drink,",,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,RANCHO,almost as if he is gathering courage.,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,RANCHO,jSUpks,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,RANCHO,pyA,,"EXT. WATER TANK STEPS, ICE"
184,DIALOGUE,RANCHO,me.,,"EXT. WATER TANK STEPS, ICE"
185,DIALOGUE,FARHAN,fd/kj\,,"EXT. WATER TANK STEPS, ICE"
185,DIALOGUE,FARHAN,jktw,,"EXT. WATER TANK STEPS, ICE"
185,DIALOGUE,RAJU,dgk¡\,,"EXT. WATER TANK STEPS, ICE"
185,DIALOGUE,RAJU,reckless smile comes onto his face.,,"EXT. WATER TANK STEPS, ICE"
185,DIALOGUE,RAJU,jSUpks,,"EXT. WATER TANK STEPS, ICE"
185,DIALOGUE,RANCHO,pyA,,"EXT. WATER TANK STEPS, ICE"
185,DIALOGUE,RANCHO,jktw,,"EXT. WATER TANK STEPS, ICE"
185,DIALOGUE,RAJU,dgk¡\,,"EXT. WATER TANK STEPS, ICE"
185,DIALOGUE,ICE MOMENTS LATER,for the florescent lamps lighting the,,"EXT. GATE, DIRECTOR’S HOUSE,"
185,DIALOGUE,ICE MOMENTS LATER,driveway. The nameplate at the gate reads,,"EXT. GATE, DIRECTOR’S HOUSE,"
185,DIALOGUE,ICE MOMENTS LATER,‘Viru Sahastrabuddhe’.,,"EXT. GATE, DIRECTOR’S HOUSE,"
185,DIALOGUE,FARHAN,oh:] t; vk x;k gS oh:,,"EXT. GATE, DIRECTOR’S HOUSE,"
185,DIALOGUE,FARHAN,gate.,,"EXT. GATE, DIRECTOR’S HOUSE,"
185,DIALOGUE,FARHAN,jktw,,"EXT. GATE, DIRECTOR’S HOUSE,"
185,DIALOGUE,RAJU,",s ns[k yks] dksbZ MkSxh okSxh rks ughaa gSA",,"EXT. GATE, DIRECTOR’S HOUSE,"
185,DIALOGUE,RAJU,jSUpks,,"EXT. GATE, DIRECTOR’S HOUSE,"
185,DIALOGUE,RANCHO,",s Mjiksd] eSa Mjrk ugha gw¡A pyA",,"EXT. GATE, DIRECTOR’S HOUSE,"
186,DIALOGUE,FARHAN,rqe yksx ?kqlksA ckgj dksbZ MsUt+j vk;sxk,,"EXT. GATE, DIRECTOR’S HOUSE,"
186,DIALOGUE,FARHAN,rks eSa ok;jl vyVZ nwaxkA,,"EXT. GATE, DIRECTOR’S HOUSE,"
186,DIALOGUE,FARHAN,alert.,,"EXT. GATE, DIRECTOR’S HOUSE,"
186,DIALOGUE,FARHAN,jktw,,"EXT. GATE, DIRECTOR’S HOUSE,"
186,DIALOGUE,RAJU,'k--- 'k----,,"EXT. GATE, DIRECTOR’S HOUSE,"
186,DIALOGUE,CONTINUOUS,"a start, but continues sleeping.",,"INT. DIRECTOR’S BEDROOM,"
186,DIALOGUE,ICE CONTINUOUS,to a trellis grill attached to a wall of the,,"EXT. GARDEN, DIRECTOR’S HOUSE,"
186,DIALOGUE,ICE CONTINUOUS,house. They start climbing the grill.,,"EXT. GARDEN, DIRECTOR’S HOUSE,"
186,DIALOGUE,ICE CONTINUOUS,with a rock.,,"EXT. GATE, DIRECTOR’S HOUSE,"
186,DIALOGUE,ICE CONTINUOUS,and reached the top of the wall.,,"EXT. GARDEN, DIRECTOR’S HOUSE,"
186,DIALOGUE,ICE CONTINUOUS,the Director’s nameplate. The nameplate,,"EXT. GATE, DIRECTOR’S HOUSE,"
186,DIALOGUE,ICE CONTINUOUS,now reads ‘Viru S buddhe’.,,"EXT. GATE, DIRECTOR’S HOUSE,"
187,DIALOGUE,FARHAN,lkys] ok;jl cq<~<sA,,"EXT. GATE, DIRECTOR’S HOUSE,"
187,DIALOGUE,"HOUSE, ICE CONTINUOUS","window. The bedroom is dark, just the",,"INT. PIA’S ROOM, DIRECTOR’S"
187,DIALOGUE,"HOUSE, ICE CONTINUOUS","outline of a sleeping fi gure under a quilt,",,"INT. PIA’S ROOM, DIRECTOR’S"
187,DIALOGUE,"HOUSE, ICE CONTINUOUS",on the bed is visible.,,"INT. PIA’S ROOM, DIRECTOR’S"
187,DIALOGUE,"HOUSE, ICE CONTINUOUS",jktw,,"INT. PIA’S ROOM, DIRECTOR’S"
187,DIALOGUE,RAJU,gks,,"INT. PIA’S ROOM, DIRECTOR’S"
187,DIALOGUE,RAJU,jSUpks,,"INT. PIA’S ROOM, DIRECTOR’S"
187,DIALOGUE,RANCHO,'k,,"INT. PIA’S ROOM, DIRECTOR’S"
187,DIALOGUE,"HOUSE, ICE CONTINUOUS","car, laughing delightedly.",,"EXT. DRIVEWAY, DIRECTOR’S"
187,DIALOGUE,"HOUSE, ICE CONTINUOUS",person sleeping on the bed is completely,,"INT. PIA’S ROOM, DIRECTOR’S"
187,DIALOGUE,"HOUSE, ICE CONTINUOUS",covered by a quilt except for her,,"INT. PIA’S ROOM, DIRECTOR’S"
187,DIALOGUE,"HOUSE, ICE CONTINUOUS",hand.,,"INT. PIA’S ROOM, DIRECTOR’S"
187,DIALOGUE,"HOUSE, ICE CONTINUOUS",window sill. He picks up a guitar lying,,"INT. PIA’S ROOM, DIRECTOR’S"
187,DIALOGUE,"HOUSE, ICE CONTINUOUS",near the window.,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,"HOUSE, ICE CONTINUOUS",jktw,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RAJU,gs! eSa cSdxzkm.M E;wft+d nwa\,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RAJU,jSUpks,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,fi;k!,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,eksuk,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,MONA,dkSu gS\,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,MONA,it from moving.,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,MONA,jSUpks,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,'k fpYykuk erA eSa j.kNksM+nkl NkaNM+A,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,nks feuV esjh ckr lqu ysuk fQj eSa pyk,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,tkÅaxkA,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,jktw,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RAJU,dqN uk dgks---,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RAJU,jSUpks,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,fi;k rqEgkjs lkFk LdwVj is fcrk;s oks ckbl,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,feuV esjh ft+Unxh ds lcls [kwclwjr ckbl,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,the scooter were the most enchanting,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,feuV FksA,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,minutes of my life.,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,"cootchie-coo on Pia’s scooter, Raju’s Father",,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,sitting between them.,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,jSUpk,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,eSa viuh iwjh ykbQ rqEgkjs lkFk LdwVj is,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,fcrk ldrk gw¡A,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,the scooter.,,"INT. PIA’S ROOM, DIRECTOR’S"
188,DIALOGUE,RANCHO,blanket makes a thumbs-up sign.,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,MONA,jktw,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,MONA,jSUpks,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,irk gS] rqe jkst+ nqYgu ds dkLV~;we esa LdwVj,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,ij cSB dj esjs liuks esa vkrh gksA,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,"your scooter, dressed as a bride.",,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,her scooter wearing bridal fi nery and her,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,helmet.,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,jSUpks,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,?kwa?kV dh txg viuk gSYesV mBkrh gks,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,"her face, Pia walks purposefully, removing",,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,her helmet as she walks.,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,jSUpks,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,vkSj eq>s fdLl djus esjs ikl vkrh gksA,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,and come close to kiss me.,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,faces close in for a kiss.,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,jSUpks,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,ysfdu oks fdLl gks ugha ikrh ;kjA,,"INT. PIA’S ROOM, DIRECTOR’S"
189,DIALOGUE,RANCHO,eksuk,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,MONA,jSUpks,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,RANCHO,eSa tkx tkrk gw¡A,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,RANCHO,up.,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,RANCHO,on a light switch. The light comes on to,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,RANCHO,"reveal the person the hand belongs to, as",,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,RANCHO,she sits up.,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,RANCHO,eksuk,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,MONA,ukd chp es ughaa vkrh gS LVqfiM!,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,MONA,jSUpks,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,RANCHO,"vkb ,se lkWjh eq>s yxk rqe fi;k gksA",,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,RANCHO,eksuk,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,MONA,dk'k gksrhA,wistfully,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,MONA,emerges.,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,MONA,fi;k,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,PIA,nhnh! chp esa D;ksaa Vksdk! pkj lky yxs bldks,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,PIA,;g cksyus dksA,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,PIA,four years to say this.,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,PIA,eksuk,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,MONA,fi;k bls fdl djds crk dh ukd chp esa,enthusiastically,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,MONA,ugha vkrh gS! esjh ijeh'ku gS rq>s! fdl fge,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,MONA,so cute!,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,MONA,;kj] gh bt+ lks D;wVA,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,MONA,jSUpks,,"INT. PIA’S ROOM, DIRECTOR’S"
190,DIALOGUE,RANCHO,;s dkSu gS\,befuddled,"INT. PIA’S ROOM, DIRECTOR’S"
191,DIALOGUE,RANCHO,fi;k,,"INT. PIA’S ROOM, DIRECTOR’S"
191,DIALOGUE,PIA,nhnh!,,"INT. PIA’S ROOM, DIRECTOR’S"
191,DIALOGUE,PIA,eksuk,,"INT. PIA’S ROOM, DIRECTOR’S"
191,DIALOGUE,MONA,rqe dkSu gks\,looking at Raju,"INT. PIA’S ROOM, DIRECTOR’S"
191,DIALOGUE,MONA,out of the window.,,"INT. PIA’S ROOM, DIRECTOR’S"
191,DIALOGUE,ICE CONTINUOUS,"window, and lands in the garden below,",,"EXT. GARDEN, DIRECTOR’S HOUSE,"
191,DIALOGUE,ICE CONTINUOUS,with a loud thud.,,"EXT. GARDEN, DIRECTOR’S HOUSE,"
191,DIALOGUE,ICE CONTINUOUS,trills with laughter. The rum bottle in,,"EXT. GARDEN, DIRECTOR’S HOUSE,"
191,DIALOGUE,ICE CONTINUOUS,"his hand is intact too, and he takes a",,"EXT. GARDEN, DIRECTOR’S HOUSE,"
191,DIALOGUE,ICE CONTINUOUS,"celebratory swig from it, still lying on",,"EXT. GARDEN, DIRECTOR’S HOUSE,"
191,DIALOGUE,ICE CONTINUOUS,the ground.,,"EXT. GARDEN, DIRECTOR’S HOUSE,"
191,DIALOGUE,"HOUSE, ICE CONTINUOUS","beside it, talking to Rancho. Mona is in",,"EXT. PIA’S ROOM, DIRECTOR’S"
191,DIALOGUE,"HOUSE, ICE CONTINUOUS",an advanced stage of pregnancy.,,"EXT. PIA’S ROOM, DIRECTOR’S"
191,DIALOGUE,"HOUSE, ICE CONTINUOUS",eksuk,,"EXT. PIA’S ROOM, DIRECTOR’S"
191,DIALOGUE,MONA,irk gS] tc rqe ckr dj jgs Fks uk] gh,"excitedly, holding her belly","EXT. PIA’S ROOM, DIRECTOR’S"
191,DIALOGUE,MONA,time!,,"EXT. PIA’S ROOM, DIRECTOR’S"
191,DIALOGUE,MONA,fdDMA QLZV VkbeA,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,MONA,jSUpks,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,gs\ rqEgsa dSls ekywe dh oks ^gh* gS ;k,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,^'kh*\,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,‘he’ or ‘she’?,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,eksuk,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,MONA,"ikik us T;ksfr""k ls iwNk FkkA gh okUVsM Vw uks",,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,MONA,fd ?kj esa baft+fu;j vk jgk gSa ;k MkWDVjA,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,MONA,engineer or a doctor.,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,MONA,jSUpks,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,eryc\,confused,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,fi;k,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,PIA,eryc yM+dk gqvk rks baft+fu;j] yM+dh,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,PIA,gqbZ rks MkWDVjA,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,PIA,jSUpks,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,"vks, pSEi rw vanj gh jg HkkbZA ckgj cgqr",,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,ldZl gSA vkSj bl ldZl dk fjaxekLVj gS,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,circus. Your grandpa is the ringmaster. He’ll,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,"uk] rsjk ukuk] oks gaVj ?kqek,xk vkSj cksysxk",,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,crack his whip “Run! Life is a race. Be,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,an engineer”. But you follow your heart.,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,ysfdu rw oksgh cuuk tks rsjk fny cksysA T;knk,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,"on your heart and say, “Aal izz well”.",,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,cksyuk vkWy bt+ osyA,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO,eksuk,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,MONA,ggg-! gh fdDM! fQj ls cksyks ßvkWy bt+,holding her belly,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,MONA,well”.,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,MONA,osyÞA,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,MONA,jSUpks fi;k,,"EXT. PIA’S ROOM, DIRECTOR’S"
192,DIALOGUE,RANCHO PIA,vkWy bt+ osyA,,"EXT. PIA’S ROOM, DIRECTOR’S"
193,DIALOGUE,RANCHO PIA,eksuk,,"EXT. PIA’S ROOM, DIRECTOR’S"
193,DIALOGUE,MONA,g ekjk! ekjk! fi;k cksyksA,gasps,"EXT. PIA’S ROOM, DIRECTOR’S"
193,DIALOGUE,MONA,well”.,,"EXT. PIA’S ROOM, DIRECTOR’S"
193,DIALOGUE,MONA,places them on her belly along with her,,"EXT. PIA’S ROOM, DIRECTOR’S"
193,DIALOGUE,MONA,own.,,"EXT. PIA’S ROOM, DIRECTOR’S"
193,DIALOGUE,MONA,jSUpks fi;k eksuk,,"EXT. PIA’S ROOM, DIRECTOR’S"
193,DIALOGUE,RANCHO PIA MONA,vkWy bt+ osyA,"loudly, in unison","EXT. PIA’S ROOM, DIRECTOR’S"
193,DIALOGUE,RANCHO PIA MONA,the same time and are overjoyed.,,"EXT. PIA’S ROOM, DIRECTOR’S"
193,DIALOGUE,RANCHO PIA MONA,"chant. Rancho, Pia and Mona look up",,"EXT. PIA’S ROOM, DIRECTOR’S"
193,DIALOGUE,RANCHO PIA MONA,in alarm.,,"EXT. PIA’S ROOM, DIRECTOR’S"
193,DIALOGUE,(O.S.),vkWy---,,"EXT. PIA’S ROOM, DIRECTOR’S"
193,DIALOGUE,"HOUSE, ICE CONTINUOUS",mailbox.,,"EXT. FRONT DOOR, DIRECTOR’S"
193,DIALOGUE,(O.S.),bt+ osy!,,"EXT. FRONT DOOR, DIRECTOR’S"
193,DIALOGUE,(O.S.),izz well!,,"EXT. FRONT DOOR, DIRECTOR’S"
193,DIALOGUE,DIRECTOR,dkSu gS!,,"INT. DIRECTOR’S BEDROOM,"
194,DIALOGUE,"HOUSE, ICE CONTINUOUS",window.,,"INT. PIA’S ROOM, DIRECTOR’S"
194,DIALOGUE,"HOUSE, ICE CONTINUOUS",and Raju are still urinating on the Director’s,,"EXT. FRONT DOOR, DIRECTOR’S"
194,DIALOGUE,"HOUSE, ICE CONTINUOUS",mailbox.,,"EXT. FRONT DOOR, DIRECTOR’S"
194,DIALOGUE,FARHAN,vCck dks fpV~Bh Hkstrk gS! ;s ys gekjh,,"EXT. FRONT DOOR, DIRECTOR’S"
194,DIALOGUE,FARHAN,rjQ ls ih esy!,,"EXT. FRONT DOOR, DIRECTOR’S"
194,DIALOGUE,FARHAN,mail for you!,,"EXT. FRONT DOOR, DIRECTOR’S"
194,DIALOGUE,"HOUSE, ICE CONTINUOUS",with a torch.,,"INT. LIVING ROOM, DIRECTOR’S"
194,DIALOGUE,"HOUSE, ICE CONTINUOUS",pulls them away from the mailbox.,,"EXT. FRONT DOOR, DIRECTOR’S"
194,DIALOGUE,"HOUSE, ICE CONTINUOUS",jktw,,"EXT. FRONT DOOR, DIRECTOR’S"
194,DIALOGUE,RAJU,dcwrj tk! dcwrj tk] tk] tk] tk] tkA,,"EXT. FRONT DOOR, DIRECTOR’S"
194,DIALOGUE,RAJU,dcwrj tk] tk,,"EXT. FRONT DOOR, DIRECTOR’S"
195,DIALOGUE,FARHAN,(as Rancho flings Raju’s blanket over,,"EXT. FRONT DOOR, DIRECTOR’S"
195,DIALOGUE,FARHAN,him),,"EXT. FRONT DOOR, DIRECTOR’S"
